,page,country,rev_id,ores_score,FIPS,Name,Type,TimeFrame,Data (M),Population
22974,Peter de Havilland,Guernsey,788446515,"{""B"": 0.2758090026367042, ""C"": 0.5287174884707729, ""FA"": 0.00913909946856558, ""GA"": 0.09344817470405449, ""Start"": 0.08631886304921148, ""Stub"": 0.006567371670691272}",,,,,,
22975,Alfredo Cristiani,Salvadoran,788447923,"{""B"": 0.16588936308733693, ""C"": 0.7270243545195343, ""FA"": 0.00928005133401202, ""GA"": 0.04682967893972443, ""Start"": 0.04754794523405295, ""Stub"": 0.0034286068853393993}",,,,,,
22979,Alfredo Pires,East Timorese,788450147,"{""B"": 0.014846991690138618, ""C"": 0.016642872098045776, ""FA"": 0.002735908021568082, ""GA"": 0.004401934571201932, ""Start"": 0.3668936326975893, ""Stub"": 0.5944786609214563}",,,,,,
22992,Mamadou Koulibaly,Ivorian,788462808,"{""B"": 0.2106170953692809, ""C"": 0.6073078266986268, ""FA"": 0.008086700328924319, ""GA"": 0.030830145859701712, ""Start"": 0.13373434291154232, ""Stub"": 0.009423888831923832}",,,,,,
22999,Martin Kabwelulu,"Congo, Dem. Rep. of",788465848,"{""B"": 0.12218392650471448, ""C"": 0.2570012407022128, ""FA"": 0.006038727289936509, ""GA"": 0.03912393869334467, ""Start"": 0.5302827349318755, ""Stub"": 0.04536943187791607}",,,,,,
23063,Pascal Affi N'Guessan,Ivorian,788498433,"{""B"": 0.3041088217390987, ""C"": 0.3318122910555022, ""FA"": 0.006466926941436838, ""GA"": 0.03292884113748923, ""Start"": 0.3124733598154973, ""Stub"": 0.012209759310975812}",,,,,,
23065,Mana Strickland,Cook Island,788499686,"{""B"": 0.03223043282371794, ""C"": 0.03255210001575513, ""FA"": 0.0033502762774199743, ""GA"": 0.005587481934430186, ""Start"": 0.7038119382858431, ""Stub"": 0.22246777066283363}",,,,,,
23122,Tommy Remengesau,Palauan,788566799,"{""B"": 0.14258796229280293, ""C"": 0.5201230085212245, ""FA"": 0.0037842037591087735, ""GA"": 0.007400227017663535, ""Start"": 0.32084896807081864, ""Stub"": 0.00525563033838168}",,,,,,
23123,Thomas Remengesau Sr.,Palauan,788566961,"{""B"": 0.016932846837275545, ""C"": 0.05229265382734684, ""FA"": 0.0034402880259965444, ""GA"": 0.006864892299197888, ""Start"": 0.3003747577266929, ""Stub"": 0.6200945612834903}",,,,,,
23126,Ngiratkel Etpison,Palauan,788567219,"{""B"": 0.06432383696443203, ""C"": 0.13037257465908095, ""FA"": 0.008256880432083662, ""GA"": 0.016168651476579223, ""Start"": 0.5583386237166601, ""Stub"": 0.22253943275116403}",,,,,,
23181,Tony Tuimavave,Samoan,788649434,"{""B"": 0.06570982629914458, ""C"": 0.21000936874654821, ""FA"": 0.0030974543506088396, ""GA"": 0.0069176594652468875, ""Start"": 0.6951841044988393, ""Stub"": 0.019081586639612094}",,,,,,
23209,Alphonso Theodore Roberts,Saint Vincent and the Grenadines,788672768,"{""B"": 0.1116650180863133, ""C"": 0.234100910197009, ""FA"": 0.00415140642695358, ""GA"": 0.0075259923113063475, ""Start"": 0.6330153801595473, ""Stub"": 0.009541292818870563}",,,,,,
23267,Thomas Upington,Cape Colony,788717893,"{""B"": 0.22238552744852286, ""C"": 0.6705553311942345, ""FA"": 0.013659630070801778, ""GA"": 0.013472868638674244, ""Start"": 0.07457104912133457, ""Stub"": 0.005355593526431982}",,,,,,
23320,Zoran Veruševski,Macedonia,788727080,"{""B"": 0.01942448590529485, ""C"": 0.0665059574277752, ""FA"": 0.00374457690921452, ""GA"": 0.009915211033448222, ""Start"": 0.3912104833516639, ""Stub"": 0.5091992853726033}",,,,,,
23322,Alvina Reynolds,Saint Lucian,788727127,"{""B"": 0.01227992093659957, ""C"": 0.023408367175214054, ""FA"": 0.0022343043214203243, ""GA"": 0.005623810186709976, ""Start"": 0.21686466922621125, ""Stub"": 0.7395889281538447}",,,,,,
24073,Étienne Djaument,Ivorian,788825623,"{""B"": 0.007847758394134813, ""C"": 0.008531607521039144, ""FA"": 0.0012917523490880798, ""GA"": 0.0022515810751103926, ""Start"": 0.01890155394647299, ""Stub"": 0.9611757467141545}",,,,,,
24084,Victor Biaka Boda,Ivorian,788825785,"{""B"": 0.012364783178503385, ""C"": 0.016739920242825848, ""FA"": 0.002113849623491435, ""GA"": 0.0034421354901760276, ""Start"": 0.23319223353605123, ""Stub"": 0.7321470779289521}",,,,,,
24131,Loubo Augustin Djessou,Ivorian,788827789,"{""B"": 0.006585911698427392, ""C"": 0.007447138463483383, ""FA"": 0.0012002490754114766, ""GA"": 0.0018766137059242811, ""Start"": 0.01613048690130525, ""Stub"": 0.9667596001554484}",,,,,,
24150,Rahila Al Riyami,Omani,788828342,"{""B"": 0.0067538316974183575, ""C"": 0.011204380223873484, ""FA"": 0.0012520394783968626, ""GA"": 0.0028321761056371167, ""Start"": 0.025251107297909293, ""Stub"": 0.952706465196765}",,,,,,
24791,William (Smiley) Heather,Cook Island,788897273,"{""B"": 0.022286884525412318, ""C"": 0.04997874583462553, ""FA"": 0.003585781332820757, ""GA"": 0.009611399857425281, ""Start"": 0.6623402545187347, ""Stub"": 0.2521969339309815}",,,,,,
24792,Rose Toki-Brown,Cook Island,788897549,"{""B"": 0.011705174666471408, ""C"": 0.019445574810682046, ""FA"": 0.002166639093590958, ""GA"": 0.005312103715184244, ""Start"": 0.1215060320037863, ""Stub"": 0.8398644757102851}",,,,,,
24794,Teina Bishop,Cook Island,788898457,"{""B"": 0.04909452596043246, ""C"": 0.11738775494184223, ""FA"": 0.0042930642321517085, ""GA"": 0.015377641294667153, ""Start"": 0.7336253275097223, ""Stub"": 0.08022168606118424}",,,,,,
24797,Pumati Israela,Cook Island,788899523,"{""B"": 0.007311013246454229, ""C"": 0.012338529559199497, ""FA"": 0.0013831732254096273, ""GA"": 0.0031816523278650724, ""Start"": 0.022750364002281944, ""Stub"": 0.9530352676387897}",,,,,,
25385,William Henry Bramble,Montserratian,788976365,"{""B"": 0.35710633951364856, ""C"": 0.4235892470269286, ""FA"": 0.012509420034375301, ""GA"": 0.15735195054023604, ""Start"": 0.04375293285092918, ""Stub"": 0.005690110033882432}",,,,,,
25432,Niels Winther Poulsen,Faroese,789029085,"{""B"": 0.011095598027940445, ""C"": 0.0166969570702476, ""FA"": 0.001915339831057449, ""GA"": 0.003890754801486979, ""Start"": 0.12569526403187356, ""Stub"": 0.840706086237394}",,,,,,
25437,Raul Eshba,Abkhazia,789039267,"{""B"": 0.006716836777853373, ""C"": 0.007893547770378114, ""FA"": 0.0012133533918042218, ""GA"": 0.0019459466267162104, ""Start"": 0.020104336361187164, ""Stub"": 0.962125979072061}",,,,,,
25454,Andrej Einspieler,Carniolan,789072979,"{""B"": 0.11074113285266249, ""C"": 0.20768797209869844, ""FA"": 0.006156700393454062, ""GA"": 0.00888983889955177, ""Start"": 0.641825890013198, ""Stub"": 0.02469846574243521}",,,,,,
25455,Andrej Žernovski,Macedonia,789073582,"{""B"": 0.08812446088513519, ""C"": 0.06806161625217165, ""FA"": 0.00403037935198599, ""GA"": 0.006381855430619676, ""Start"": 0.7791697414276265, ""Stub"": 0.05423194665246099}",,,,,,
25481,Václav Hampl,Czech Republic,789102318,"{""B"": 0.12003193099264353, ""C"": 0.3619312858884886, ""FA"": 0.004045524622483011, ""GA"": 0.0100469598696853, ""Start"": 0.4967850369721051, ""Stub"": 0.007159261654594393}",,,,,,
25489,Andries Stockenström (judge),Cape Colony,789120101,"{""B"": 0.1841355337702002, ""C"": 0.6336437017916383, ""FA"": 0.008835057284953129, ""GA"": 0.013152212956899615, ""Start"": 0.1543433989206102, ""Stub"": 0.005890095275698605}",,,,,,
25619,Robert Wynyard,Cape Colony,789258720,"{""B"": 0.15937612247166086, ""C"": 0.5837453646941974, ""FA"": 0.003930574757866438, ""GA"": 0.007486991321271871, ""Start"": 0.23958509913690848, ""Stub"": 0.005875847618095009}",,,,,,
25657,Ivan Lorković,Carniolan,789263095,"{""B"": 0.10527391799502513, ""C"": 0.3022239430514892, ""FA"": 0.004919260872611543, ""GA"": 0.010377775507291914, ""Start"": 0.5549209472596968, ""Stub"": 0.022284155313885553}",,,,,,
25919,Janko Kersnik,Carniolan,789273199,"{""B"": 0.05529880516456498, ""C"": 0.25551207127647685, ""FA"": 0.005749125586964044, ""GA"": 0.008864190254067787, ""Start"": 0.6369338180155903, ""Stub"": 0.03764198970233588}",,,,,,
26534,Bjørt Samuelsen,Faroese,789306157,"{""B"": 0.040639211509846285, ""C"": 0.10564896619304887, ""FA"": 0.004125081952791745, ""GA"": 0.008194525693275029, ""Start"": 0.7627932335509481, ""Stub"": 0.07859898110009}",,,,,,
26589,Jenis av Rana,Faroese,789307497,"{""B"": 0.040752894990102775, ""C"": 0.10595303473832836, ""FA"": 0.004190688472326184, ""GA"": 0.013067361745260617, ""Start"": 0.7027333488641384, ""Stub"": 0.1333026711898438}",,,,,,
26590,Heðin Mortensen,Faroese,789307569,"{""B"": 0.0525623428422586, ""C"": 0.0835973631596371, ""FA"": 0.005969077118015539, ""GA"": 0.010025394723971433, ""Start"": 0.7007711888170683, ""Stub"": 0.14707463333904897}",,,,,,
26591,Rasmus Effersøe,Faroese,789307632,"{""B"": 0.11331478506560284, ""C"": 0.15063688733141628, ""FA"": 0.006286110426630556, ""GA"": 0.017632235928205623, ""Start"": 0.6656482557235596, ""Stub"": 0.04648172552458526}",,,,,,
26596,Trygvi Samuelsen,Faroese,789308387,"{""B"": 0.08960510721039891, ""C"": 0.1342170119698724, ""FA"": 0.00518532789089431, ""GA"": 0.012765387180639597, ""Start"": 0.6862364556336147, ""Stub"": 0.07199071011458022}",,,,,,
26597,Eilif Samuelsen,Faroese,789308554,"{""B"": 0.015749163682762368, ""C"": 0.02161319089120939, ""FA"": 0.002365067368114112, ""GA"": 0.00462812909863265, ""Start"": 0.2508167490675834, ""Stub"": 0.704827699891698}",,,,,,
26656,Jógvan Skorheim,Faroese,789310556,"{""B"": 0.042964822038582914, ""C"": 0.13604337668091915, ""FA"": 0.005284272874363248, ""GA"": 0.012006368027907008, ""Start"": 0.7175679557834451, ""Stub"": 0.08613320459478264}",,,,,,
26772,Alu Alkhanov,Chechen,789327678,"{""B"": 0.2823479909299402, ""C"": 0.456102515909287, ""FA"": 0.008508754699807636, ""GA"": 0.012523345404883974, ""Start"": 0.22976095487835335, ""Stub"": 0.010756438177727853}",,,,,,
26782,Adam Delimkhanov,Chechen,789328171,"{""B"": 0.04138519106075665, ""C"": 0.09090109539370496, ""FA"": 0.0039458383059266765, ""GA"": 0.008365852108650871, ""Start"": 0.6946245478543037, ""Stub"": 0.16077747527665703}",,,,,,
26783,Alexander Dzasokhov,Ossetian,789328182,"{""B"": 0.04687950107703434, ""C"": 0.07472662445354127, ""FA"": 0.003993764597311064, ""GA"": 0.005910466684439661, ""Start"": 0.8430046263060537, ""Stub"": 0.025485016881620103}",,,,,,
26814,Magomedali Magomedov,Dagestani,789329935,"{""B"": 0.03611587498315121, ""C"": 0.10116561349811894, ""FA"": 0.006197877453916168, ""GA"": 0.009371715400509817, ""Start"": 0.7505380342222536, ""Stub"": 0.09661088444205035}",,,,,,
27072,Antipas Mbusa,"Congo, Dem. Rep. of",789437538,"{""B"": 0.08818981839914877, ""C"": 0.26334498733834233, ""FA"": 0.004560268690035413, ""GA"": 0.010734431792051606, ""Start"": 0.589811592627397, ""Stub"": 0.04335890115302501}",,,,,,
27119,Aké Loba,Ivorian,789476691,"{""B"": 0.008928910918481693, ""C"": 0.012146421764788234, ""FA"": 0.001668594213060944, ""GA"": 0.003372026878514111, ""Start"": 0.07474199224792995, ""Stub"": 0.899142053977225}",,,,,,
27126,Laurent Mbariko,"Congo, Dem. Rep. of",789487250,"{""B"": 0.06107135218143634, ""C"": 0.09183433039994848, ""FA"": 0.004753667513887023, ""GA"": 0.009736476108354365, ""Start"": 0.6659576814972903, ""Stub"": 0.16664649229908357}",,,,,,
27169,Jeremiah Chirau,Rhodesian,789545107,"{""B"": 0.012623368386263106, ""C"": 0.016411461779918084, ""FA"": 0.0020415804428688556, ""GA"": 0.0034026777756274904, ""Start"": 0.28915418555593725, ""Stub"": 0.6763667260593852}",,,,,,
27178,Miroslav Grebeníček,Czech Republic,789546047,"{""B"": 0.009802113401817265, ""C"": 0.017117350940910724, ""FA"": 0.001874144970910897, ""GA"": 0.0036250141074167922, ""Start"": 0.06425480721160841, ""Stub"": 0.9033265693673358}",,,,,,
27179,Vlasta Štěpová,Czech Republic,789546066,"{""B"": 0.016696668578317798, ""C"": 0.0322727474692029, ""FA"": 0.002321979743149344, ""GA"": 0.006120521794537072, ""Start"": 0.1855115366351516, ""Stub"": 0.7570765457796413}",,,,,,
27180,Egon Lánský,Czech Republic,789546079,"{""B"": 0.0824565052706429, ""C"": 0.20778811819072762, ""FA"": 0.004925852855559434, ""GA"": 0.01107116713826275, ""Start"": 0.6787198676529872, ""Stub"": 0.015038488891819971}",,,,,,
27181,Antonín Prachař,Czech Republic,789546102,"{""B"": 0.006892632847687583, ""C"": 0.010733707320436, ""FA"": 0.0013433147722255916, ""GA"": 0.002607714053038909, ""Start"": 0.025249072659777667, ""Stub"": 0.953173558346834}",,,,,,
27182,Milan Horálek,Czech Republic,789546147,"{""B"": 0.0072904058728154066, ""C"": 0.009882835286088491, ""FA"": 0.0013931442718112383, ""GA"": 0.0026882677364687617, ""Start"": 0.02065728767281528, ""Stub"": 0.9580880591600006}",,,,,,
27232,Orle Solís,Hondura,789599196,"{""B"": 0.007777096818275395, ""C"": 0.008980610688986737, ""FA"": 0.0012262973339536862, ""GA"": 0.002166629049327071, ""Start"": 0.024385906784957095, ""Stub"": 0.9554634593244999}",,,,,,
27233,Sergio Arturo Castellanos,Hondura,789599235,"{""B"": 0.005889246014286483, ""C"": 0.007204721434963139, ""FA"": 0.0010906258859280681, ""GA"": 0.001869429509050861, ""Start"": 0.01573708523563142, ""Stub"": 0.9682088919201399}",,,,,,
27234,Hipólita Rodríguez,Hondura,789599241,"{""B"": 0.006130057708821701, ""C"": 0.008196089687857025, ""FA"": 0.0011398780717039156, ""GA"": 0.0020306779507036194, ""Start"": 0.02003038663898824, ""Stub"": 0.9624729099419256}",,,,,,
27235,German Leitzelar,Hondura,789599248,"{""B"": 0.006999673187551713, ""C"": 0.00865650961441562, ""FA"": 0.0011744379842013582, ""GA"": 0.002279014772650928, ""Start"": 0.01880103701268136, ""Stub"": 0.9620893274284991}",,,,,,
27236,Marco Antonio Andino,Hondura,789599260,"{""B"": 0.005562681838922439, ""C"": 0.007925003372385215, ""FA"": 0.001034376741543708, ""GA"": 0.0022606480303543276, ""Start"": 0.013501645273456047, ""Stub"": 0.9697156447433382}",,,,,,
27237,Lisandro Mauricio Arias,Hondura,789599265,"{""B"": 0.007653912408959891, ""C"": 0.009292571583619841, ""FA"": 0.0011818626531965087, ""GA"": 0.0022155174597828656, ""Start"": 0.040239886387605554, ""Stub"": 0.9394162495068353}",,,,,,
27238,José Azcona Bocock,Hondura,789599272,"{""B"": 0.007506581810607834, ""C"": 0.014406654568715175, ""FA"": 0.0014166930525825953, ""GA"": 0.002841617665450187, ""Start"": 0.04988649731496212, ""Stub"": 0.9239419555876822}",,,,,,
27239,Yadira Bendaña,Hondura,789599288,"{""B"": 0.007978930889221433, ""C"": 0.011603985271070283, ""FA"": 0.001461433311080516, ""GA"": 0.0031356276732270416, ""Start"": 0.05767502493340331, ""Stub"": 0.9181449979219976}",,,,,,
27240,José Rosario Bonano,Hondura,789599294,"{""B"": 0.006521249036110374, ""C"": 0.008780124438737496, ""FA"": 0.0011825893545305654, ""GA"": 0.0025041057451610548, ""Start"": 0.020815358111703996, ""Stub"": 0.9601965733137565}",,,,,,
27241,Romualdo Bueso Melghem,Hondura,789599300,"{""B"": 0.005727579300463444, ""C"": 0.007016434317591336, ""FA"": 0.0010627721942118038, ""GA"": 0.0018352173419724333, ""Start"": 0.013985721415390626, ""Stub"": 0.9703722754303705}",,,,,,
27242,Teófilo Enamorado,Hondura,789599316,"{""B"": 0.006420324356245585, ""C"": 0.008281865901168872, ""FA"": 0.0011112052052973276, ""GA"": 0.002189059270464432, ""Start"": 0.017970987182625988, ""Stub"": 0.9640265580841978}",,,,,,
27243,Gabo Alfredo Jalil,Hondura,789599319,"{""B"": 0.0062399834724486325, ""C"": 0.007247838791780525, ""FA"": 0.00109423656891232, ""GA"": 0.0018857146341035322, ""Start"": 0.01495797217970279, ""Stub"": 0.9685742543530521}",,,,,,
27244,Eleazar Alexander Juárez,Hondura,789599323,"{""B"": 0.006199654553942158, ""C"": 0.008167503231932523, ""FA"": 0.0011697178136908773, ""GA"": 0.0021071194447053513, ""Start"": 0.019852429322377144, ""Stub"": 0.962503575633352}",,,,,,
27245,Carlos Alfredo Lara Watson,Hondura,789599331,"{""B"": 0.0060259573526124785, ""C"": 0.00805930642973938, ""FA"": 0.0011369499168993266, ""GA"": 0.0020743687301976103, ""Start"": 0.01786247198687511, ""Stub"": 0.9648409455836761}",,,,,,
27246,Wenceslao Lara Orellana,Hondura,789599336,"{""B"": 0.009763215106610296, ""C"": 0.02191022058575148, ""FA"": 0.0016356445202169584, ""GA"": 0.0033462541505972897, ""Start"": 0.0924114722243687, ""Stub"": 0.8709331934124555}",,,,,,
27247,Maria Aracely Leiva,Hondura,789599343,"{""B"": 0.0060818412228678285, ""C"": 0.008329009846763262, ""FA"": 0.0011446721808137772, ""GA"": 0.002005002896137132, ""Start"": 0.018859984756233444, ""Stub"": 0.9635794890971846}",,,,,,
27248,Fredy Renán Nájera,Hondura,789599348,"{""B"": 0.007024591832445031, ""C"": 0.013563992767187725, ""FA"": 0.0014007944235364799, ""GA"": 0.003288251811957646, ""Start"": 0.0238930076416495, ""Stub"": 0.9508293615232238}",,,,,,
27249,Waldina Paz,Hondura,789599355,"{""B"": 0.006999298365544181, ""C"": 0.01133876430668857, ""FA"": 0.001323665372703945, ""GA"": 0.0027883920552418187, ""Start"": 0.026030803373524095, ""Stub"": 0.9515190765262973}",,,,,,
27250,Jesús Dagoberto Perdomo,Hondura,789599360,"{""B"": 0.006064698323689888, ""C"": 0.007953100739298133, ""FA"": 0.0011363492940931338, ""GA"": 0.0020126494361148426, ""Start"": 0.019126743278648776, ""Stub"": 0.9637064589281551}",,,,,,
27251,Modesto Rodas Alvarado,Hondura,789599369,"{""B"": 0.006193790920995727, ""C"": 0.008200869291794602, ""FA"": 0.0011781545864657764, ""GA"": 0.001994766506162703, ""Start"": 0.024215188387900165, ""Stub"": 0.958217230306681}",,,,,,
27252,Erick Mauricio Rodríguez,Hondura,789599374,"{""B"": 0.005912376206339166, ""C"": 0.007796277704624645, ""FA"": 0.0011154334894748145, ""GA"": 0.0020087364454610948, ""Start"": 0.019039739498156325, ""Stub"": 0.964127436655944}",,,,,,
27253,Víctor Rolando Sabillón,Hondura,789599381,"{""B"": 0.007045403908349216, ""C"": 0.008373425529635149, ""FA"": 0.001161600741221316, ""GA"": 0.0022641159282839668, ""Start"": 0.018683746022207858, ""Stub"": 0.9624717078703025}",,,,,,
27254,Dennis Antonio Sánchez,Hondura,789599388,"{""B"": 0.006015254205967942, ""C"": 0.00789080537827193, ""FA"": 0.0011475042124974876, ""GA"": 0.0020914342598808353, ""Start"": 0.01777655660159064, ""Stub"": 0.9650784453417913}",,,,,,
27255,Elman Joel Sandoval,Hondura,789599393,"{""B"": 0.006903673171093845, ""C"": 0.007905263079298813, ""FA"": 0.0011478542927634283, ""GA"": 0.002042723048728523, ""Start"": 0.03401694737686606, ""Stub"": 0.9479835390312492}",,,,,,
27256,Mario Edgardo Segura,Hondura,789599398,"{""B"": 0.006138679445602193, ""C"": 0.007876333811002481, ""FA"": 0.001145832749480692, ""GA"": 0.002082883876947888, ""Start"": 0.017945707776262514, ""Stub"": 0.9648105623407043}",,,,,,
27257,Perla Simons,Hondura,789599401,"{""B"": 0.007017335069929659, ""C"": 0.011120802244160496, ""FA"": 0.0013580760002430768, ""GA"": 0.0028107313871555233, ""Start"": 0.026665510632434837, ""Stub"": 0.9510275446660765}",,,,,,
27258,Felipe Zúniga del Cid,Hondura,789599406,"{""B"": 0.00608321183666026, ""C"": 0.007945124264086667, ""FA"": 0.001141816740057052, ""GA"": 0.002094596276205756, ""Start"": 0.017769684142055514, ""Stub"": 0.9649655667409349}",,,,,,
27259,Juan Francisco Argeñal,Hondura,789599415,"{""B"": 0.006071387066539292, ""C"": 0.007936741047590574, ""FA"": 0.0011509507631125807, ""GA"": 0.0021014911067713197, ""Start"": 0.01823835350218313, ""Stub"": 0.9645010765138032}",,,,,,
27260,Nasry Asfura,Hondura,789599418,"{""B"": 0.006954940090472431, ""C"": 0.011516209296377493, ""FA"": 0.001293487594474079, ""GA"": 0.0028565808310974236, ""Start"": 0.03763731819555304, ""Stub"": 0.9397414639920256}",,,,,,
27261,Yaudet Burbara,Hondura,789599427,"{""B"": 0.006218434682730961, ""C"": 0.008686137200503109, ""FA"": 0.00120511529202053, ""GA"": 0.0025339444303724983, ""Start"": 0.018353833736949644, ""Stub"": 0.9630025346574232}",,,,,,
27262,Oscar Orlando Burgos,Hondura,789599429,"{""B"": 0.006231414296092114, ""C"": 0.007965887372309707, ""FA"": 0.0011437335903776043, ""GA"": 0.0020295834246126477, ""Start"": 0.018925838862643957, ""Stub"": 0.9637035424539638}",,,,,,
